date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:34	3795/3795	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224d60478db9f006553ed1ff5b52d70d2a%22	https://www.nft-magazine.com/robots.txt		(from )
11:03:35	40686/40686	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Apr%202025%2018:33:01%20GMT	https://www.nft-magazine.com/	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/index.html	(from )
11:03:36	173833/173833	---M-Z	200	added ('OK')	text/css	etag:%22d658a73dd3a48e2e969e9ea52b9e1e84%22	https://cdn.prod.website-files.com/643015b8b64d6cbc556617b5/css/nft-magazine.webflow.8b5c79792.css	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/cdn.prod.website-files.com/643015b8b64d6cbc556617b5/css/nft-magazine.webflow.8b5c79792.css	(from https://www.nft-magazine.com/)
11:03:38	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://www.nft-magazine.com/)
11:03:38	2163/2163	---M--	200	added ('OK')	image/png	etag:%22dafb2abde71190b4f001b13523a2cdec%22	https://cdn.prod.website-files.com/643015b8b64d6cbc556617b5/643f007240803f6dceec8a12_32.png	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/cdn.prod.website-files.com/643015b8b64d6cbc556617b5/643f007240803f6dceec8a12_32.png	(from https://www.nft-magazine.com/)
11:03:39	4215/4215	---M--	200	added ('OK')	image/png	etag:%22c54e16ace81d214a04921df69629c778%22	https://cdn.prod.website-files.com/643015b8b64d6cbc556617b5/643f00746e15071209a450de_256.png	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/cdn.prod.website-files.com/643015b8b64d6cbc556617b5/643f00746e15071209a450de_256.png	(from https://www.nft-magazine.com/)
11:03:40	3492/3492	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2004%20May%202025%2017:09:11%20GMT	https://analytics.ahrefs.com/analytics.js	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/analytics.ahrefs.com/analytics.js	(from https://www.nft-magazine.com/)
11:03:40	6362/6362	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2004%20May%202025%2018:03:40%20GMT	https://www.nft-magazine.com/%22https://cdn.prod.website-files.com/643015b8b64d6cbc556617b5/64f1d2e2f675358d75b0de11_antoni%20tudisco%20cover-poster-00001.jpg%22	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/_https_/cdn.prod.website-files.com/643015b8b64d6cbc556617b5/64f1d2e2f675358d75b0de11_antoni%20tudisco%20cover-poster-00001.jpg_	(from https://www.nft-magazine.com/)
11:03:41	27921/27921	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Apr%202025%2001:20:08%20GMT	https://www.nft-magazine.com/features	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/features.html	(from https://www.nft-magazine.com/)
11:03:41	11437/11437	---M--	200	added ('OK')	image/png	etag:%22ab67f860b6221d9250a114c9d89c786a%22	https://cdn.prod.website-files.com/643015b8b64d6cbc556617b5/6430178b972169bdb9887321_wordmark%20landscape.png	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/cdn.prod.website-files.com/643015b8b64d6cbc556617b5/6430178b972169bdb9887321_wordmark%20landscape.png	(from https://www.nft-magazine.com/)
11:03:42	26098/26098	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:52:35%20GMT	https://www.nft-magazine.com/content-categories/drops	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/content-categories/drops.html	(from https://www.nft-magazine.com/)
11:03:42	12245/12245	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2015:13:08%20GMT	https://www.nft-magazine.com/newsletter	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/newsletter.html	(from https://www.nft-magazine.com/)
11:03:43	6362/6362	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2004%20May%202025%2018:03:42%20GMT	https://www.nft-magazine.com/interviews	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/interviews	(from https://www.nft-magazine.com/)
11:03:45	26346/26346	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20May%202025%2014:32:50%20GMT	https://www.nft-magazine.com/about	C:/Users/HP/Documents/File/WEBSITE/MAGAZINE/www.nft-magazine.com/about.html	(from https://www.nft-magazine.com/)
